,distribution,alpha,gamma
253,"[ 0.49143023  0.48517203  0.01008839  0.40807228  0.10618887  0.92829385
  0.03391073  3.03634773  1.37420881  0.02733646  0.13683194  0.81506276
  0.29973499  1.64950948  0.2640496   2.59290586  0.60143757  0.42415374
  2.11469011  0.52639578  0.65604462  0.20985123  0.20686134  2.19730543
  0.99517926  0.1595603   0.13628734  0.56018822  0.619669    0.04761036
  1.02626904  0.82689112  0.92807785  0.59169121  0.35115867  0.55249244
  0.32023043  5.40437697  0.73844985  0.75744688  0.5216392   0.35118475
  0.162542    0.1585009   0.37522672  0.19424971  0.10711408  0.54152076
  0.76183468  0.54013866  2.95493211  2.6445021   0.76678233  0.89371342
  5.44464156  0.75698132  0.33370137  0.68966106  0.33372123  0.07255099
  1.23861812  0.30920442  0.04300079  0.26480655  1.22232858  1.08595099
  2.47906375  1.75486486  0.44656584  0.22762797  2.2880856   1.98344418
  0.51999708  0.04238506  0.43928342  2.62329079  1.1039254   1.77621484
  0.56847914  0.97534593  0.25386555  0.08698478  1.91223529  0.60940482
  0.15930652  0.21578558  3.48791145  2.05975144  1.59223559  1.29789666
  6.39771989  2.51393313  0.31603568  0.57845113  0.56982317  0.16919689
  1.49875994  0.30575215  1.39804705  0.96781825]",1.6999999999999997,2.6
254,"[ 0.08135016  1.16801243  0.49881489  0.49071725  0.28316232  0.24247256
  0.56777608  2.75267076  0.25556624  0.23965786  0.5831573   0.91875201
  0.91706508  0.27710447  2.67148906  0.54585847  0.17950765  1.06858832
  0.7350947   1.26897857  0.56767396  0.4533871   1.42551594  1.20180634
  0.73016548  0.09713934  1.10524682  0.80691617  0.1208981   0.01437684
  2.18111538  1.09578435  0.48075964  0.07120582  3.4500922   1.01167515
  2.29166397  0.05888867  1.92836744  0.04004315  0.86940199  1.50254459
  1.30714511  0.84562212  0.22766931  0.26014811  0.0558852   1.70500312
  0.08235353  1.0547335   0.51091493  1.36010517  0.50333431  0.69663632
  1.69020627  0.88719653  1.23914037  0.2536285   0.7037147   0.52508565
  1.8086884   0.93627503  0.76983913  0.18882206  0.53507497  1.23170771
  2.09322235  0.37932299  5.61271384  0.3238733   1.61205821  0.43556038
  0.50919376  0.4948349   2.66274811  1.66092271  1.38143457  1.85171938
  2.06379697  0.50332798  0.03909107  0.23331786  1.88812159  0.35660223
  0.94178355  0.21296343  0.77026893  1.31642397  0.23935468  0.42355105
  2.45903077  0.04212593  0.48286977  2.90824087  3.40682238  1.50682409
  2.98822307  0.27246324  0.12926139  1.16853602]",1.6999999999999997,2.8000000000000003
255,"[ 0.40474305  2.99975197  1.12544835  0.40586717  0.32629554  3.85374591
  0.03799562  4.32113135  0.13092637  0.14731117  0.02869839  0.81235158
  0.21671478  3.29184624  1.44117019  2.47088088  0.84762212  0.41389828
  0.37279162  0.10829567  0.71282284  0.49315874  0.5357455   0.1117892
  0.27700062  0.59914185  0.23448818  0.10744713  0.07768071  0.3176001
  0.16796448  0.87111822  2.25701717  1.50688272  0.85246411  0.05085646
  1.04379813  0.09492204  0.52569691  0.13765928  1.01164166  0.56079778
  0.83244994  2.79803751  2.37308514  0.78867704  0.02370755  0.63997015
  0.26945449  0.7273156   0.47924049  0.98327864  0.00474537  0.68411365
  1.08219483  1.28868301  0.31197208  2.39267078  1.01439356  1.25192171
  0.72708519  1.13071279  0.54953645  2.4471899   0.20079214  0.4659325
  0.46066014  1.09233187  0.22493916  4.20448222  0.23234887  0.15770841
  0.3041624   0.27371881  1.38299431  0.29538276  1.09233909  2.28441768
  1.45194511  1.92526164  3.57507197  0.53512082  0.93230355  1.48585979
  0.73008437  1.0483063   0.62456779  3.40496009  1.29485237  1.76448178
  0.44490326  2.25943595  0.26190782  0.31444993  2.20779848  0.14284728
  0.24557774  0.40873015  1.17521984  1.98848767]",1.6999999999999997,3.0
256,"[ 1.30633247  0.54206281  1.44503674  0.34051009  1.19142692  0.52973889
  3.01071337  4.37129178  1.08423131  0.0301406   0.37426956  0.57568838
  0.65584807  0.10593097  0.35422615  1.97585458  2.27652052  0.66443092
  0.87194011  0.91320116  0.4408955   0.10825075  0.36096885  1.60762221
  0.38951972  1.30765375  0.13597471  2.42714747  4.19049048  0.34740799
  0.88014007  0.67156961  1.0886077   0.24585189  0.01199462  0.57238134
  0.20519442  0.89696436  1.61607653  0.04298505  2.22211706  0.82157404
  1.93340641  1.3670124   0.55705194  0.3255666   2.0794081   1.93724735
  1.18091524  0.81071162  3.68663462  0.5523638   0.53151116  0.75395878
  0.39099558  0.25657729  0.2526344   0.10588253  0.46016189  1.41377305
  0.69721566  0.60531806  0.78667333  0.50296173  0.03920448  0.01191738
  0.4775472   2.88779959  0.08710357  1.73683146  1.0382555   0.05680772
  2.54406916  0.10062824  0.60719247  0.38379173  0.49637044  5.14568063
  0.41371786  0.91437518  0.53573047  0.70778755  0.03254292  0.86688149
  0.21200063  1.62104375  0.17070434  1.59274673  1.58190161  0.36462383
  2.609757    2.29134188  0.27727818  1.86708501  0.12507615  0.46118642
  0.18283724  2.12516686  0.34977812  0.68447215]",1.6999999999999997,3.2
257,"[  5.55425775e-01   2.54006302e+00   3.41668800e+00   4.33977203e-01
   3.02812984e+00   1.29708871e+00   5.44491671e-01   5.39621492e-01
   4.96630099e-01   3.04689652e+00   1.38947973e+00   2.54925788e-01
   8.13646199e-01   1.70471396e+00   3.17806892e-01   5.47639667e-01
   3.78545830e-01   1.08696873e-01   9.79370283e-01   3.64265533e-02
   3.49949681e+00   1.37132895e-01   3.41587970e-01   1.06181453e-01
   3.72993918e-01   5.71516849e-01   4.39247214e-02   3.90172932e-02
   7.79220233e-01   7.68072926e-01   7.65641976e-01   1.57934613e+00
   1.34112230e+00   4.13118489e-01   6.13456882e-01   1.77039488e-01
   1.88433964e+00   1.33328920e-01   5.28599289e-01   2.85562339e-01
   7.29030772e-01   8.50321802e-01   6.68026081e-01   2.41475179e+00
   1.55760251e+00   4.30040922e-01   6.14536283e-01   1.01416649e-01
   6.36388758e-03   8.25845450e-01   1.92850903e+00   5.33896331e-02
   3.61406739e-01   1.64875516e+00   4.30854649e-01   1.82221178e+00
   2.02406444e+00   1.83422678e+00   9.54162019e-01   1.93739411e+00
   5.30876362e-01   3.64224231e+00   2.30684784e-02   3.10346632e-01
   1.93522981e-01   3.32846527e-01   9.61463346e-01   2.64608754e+00
   6.60457898e+00   1.34757761e+00   2.38544468e+00   7.46860907e-01
   5.92015531e-01   1.54710580e-01   5.36253637e-01   4.04975932e-01
   4.39867055e-01   1.11984001e+00   1.79060969e-01   1.86338961e+00
   7.74326774e-01   2.60144455e-01   7.08769639e-01   8.10206394e-01
   6.32379643e-01   4.59220766e-02   1.80030201e+00   2.15721040e-01
   1.15902407e+00   5.69934435e-02   4.01322437e-01   6.11110049e-01
   1.03331371e+00   2.12157688e-02   1.29829530e+00   1.71060358e+00
   2.25271266e+00   5.12904595e-01   2.05718604e+00   6.18641540e-01]",1.6999999999999997,3.4000000000000004
258,"[ 1.13646908  1.08396821  0.06113853  0.39364291  0.6424009   0.53963435
  0.34757881  0.65535245  0.27096671  0.3695849   1.54623319  0.68927798
  1.92086116  0.18591593  1.55643494  0.04683308  0.2345834   0.25031601
  0.09838319  1.44463245  1.26037673  2.05987898  0.08901854  1.37039909
  2.05131857  1.03305456  0.50239776  2.46075827  1.66726115  1.87824833
  0.6673481   0.0174233   0.98755113  0.51453261  1.84972516  0.03356068
  2.07357265  0.89388945  2.08750008  2.21390482  0.04743514  1.664081
  0.40300714  0.6850009   0.03381356  1.44162035  0.52468931  0.21070513
  0.3713471   0.52991494  1.10933584  0.99756605  2.33619415  0.04718275
  2.28031071  1.67548178  0.01555096  1.91068875  1.07129522  0.46477181
  0.19488781  1.50994455  0.98304125  1.39117691  0.32522712  0.27520092
  0.23162906  0.11086506  0.54480482  0.5075868   1.8977035   0.34461086
  1.31848419  1.41929896  1.77418924  2.3621433   1.72958599  1.63966052
  0.45329106  0.6237205   1.99632182  0.90323416  0.44380472  0.81208391
  0.96344275  0.6706209   2.40584215  1.37633274  2.05756118  0.82807039
  2.38967546  1.24430456  0.36755827  0.25733391  1.72707781  1.51533196
  0.43421604  2.25684374  0.60468691  0.10268345]",1.6999999999999997,3.6
259,"[ 0.01363438  0.30364633  0.08341166  0.08836294  3.11885581  2.21130157
  0.1062018   1.82431882  0.63843484  3.31758733  1.51914126  2.01638459
  1.66732954  0.35525618  1.96371985  1.35859316  1.33128171  0.83113683
  0.8382827   0.81553011  0.54722643  1.533413    0.65994984  2.02908238
  0.2230002   0.26387222  0.49567963  0.64569058  0.65604561  0.41516178
  0.43815251  0.81934729  2.27793836  0.31596083  0.53661924  1.54863136
  2.46057514  0.24468045  0.4589605   0.32159105  0.11888949  0.01364563
  0.12995542  0.78701662  1.34891059  0.40560359  1.59901179  0.00518326
  1.0031158   0.5602252   1.19675476  0.72852384  1.73122645  3.13697534
  1.40745833  0.08904475  1.06354616  2.12437515  0.07079211  0.53054047
  0.15260673  1.28398732  0.68763333  0.89985579  0.08936583  0.32850873
  0.105037    0.80961282  0.61725417  2.2023151   2.00158972  0.14172009
  1.79965336  4.40950496  1.05643243  0.35454375  1.577241    0.88366963
  1.81828838  0.54322555  0.50961385  0.29499662  2.56776759  0.1274694
  1.46870288  0.1117118   1.32124427  0.64862892  1.66802579  0.61938562
  0.94530064  1.72156416  1.43673032  0.76857633  0.25166684  0.04359856
  1.94738286  2.11810617  0.04929392  0.2734032 ]",1.6999999999999997,3.8000000000000003
260,"[  1.87449710e-02   4.94716432e-01   2.13452404e+00   2.37775349e-01
   3.11818567e-01   3.19658441e-01   9.43494994e-02   2.07333026e+00
   4.46224179e-01   1.64712558e-01   1.67593854e-01   1.04548037e-01
   7.97168741e-01   1.04809563e+01   1.14260423e-01   1.44037205e+00
   4.43217875e-01   1.87029314e-02   1.68769668e-01   1.80932386e-01
   3.75771421e-02   3.01475145e-01   3.33610197e-01   2.68382091e+01
   5.63489438e-02   4.79430430e-04   6.66615714e+00   4.20481031e-02
   1.29469087e-02   8.33114571e-01   1.67232510e-01   1.09974349e-02
   8.06989556e-01   8.95680713e-01   1.13940631e+00   9.19516914e-02
   3.85459899e-01   2.08037071e-01   5.72781560e-01   5.18479310e-01
   8.91258081e-02   1.45115743e-01   6.20794490e-01   7.12494544e-01
   4.64923805e-02   1.38459724e+00   8.38596542e-01   3.17700203e-02
   1.10285099e+00   4.81714209e-02   7.97600589e-01   1.37052868e-01
   1.09865827e+00   8.62496333e-01   1.05193885e-01   1.51298569e-01
   2.85865530e-01   2.99937548e-03   1.14834633e+00   5.57277700e-02
   9.92052221e-02   6.59489983e-01   4.82978222e-02   3.10469428e-01
   4.35398600e-01   3.97297595e-01   2.89530917e-01   2.13415611e-01
   2.00663024e-01   1.09453736e-01   4.88906269e-01   4.60110978e-02
   5.33003816e-01   7.42047095e-02   2.92825337e-01   2.52118224e-01
   4.24037069e-01   5.71652052e-02   4.64217521e-01   1.17205423e+00
   3.76121515e-02   1.37290559e-01   8.29130386e-01   2.26127420e-01
   1.36110454e+00   1.34068266e-01   1.04227199e-01   2.94816613e-01
   1.87980897e+00   4.01956752e-01   5.23452349e+00   6.02382102e-01
   3.75889722e-01   4.96943777e-02   7.26901234e-02   2.55037315e-01
   4.74087748e-02   1.07567875e+01   4.80078015e-01   3.54992331e-01]",1.7999999999999998,0.0
261,"[ 0.52049184  0.04727464  5.58019245  0.90183762  4.23299985  0.99520525
  0.27676165  0.14384529  0.03679011  1.40679246  1.51398603  0.4833587
  0.92127183  0.96061551  1.72031598  0.0576478   0.20422954  0.68818049
  0.2216672   0.17672027  0.29762569  0.38984315  8.32260794  0.37784367
  0.12715873  0.14646246  0.42254299  0.67625573  0.63145248  0.62858134
  0.84527007  0.20377718  1.79366385  0.72214471  2.80820395  0.11238053
  0.57695024  0.99061163  0.74045757  0.04424001  1.15261961  0.29897329
  1.78641551  0.0677678   0.34162193  0.59292577  1.19348976  2.48047352
  0.92120612  0.65245601  0.10069727  0.33498015  0.12979537  0.21481847
  0.85160211  0.46905433  0.08732008  0.54132792  0.21681757  0.24179214
  0.20360633  0.48667142  0.5415484   0.11791128  1.44597562  0.61012867
  0.61279417  0.54109958  6.56328312  2.61530674  0.05141411  0.31784741
  0.73054599  0.25089476  1.06848617  0.47110192  1.04407457  0.19403495
  1.8411499   4.48155652  1.10740452  1.18905719  0.18386952  1.86946215
  1.720424    3.02307518  1.87086261  0.35093912  1.36047867  0.41316446
  0.19015532  1.33333247  1.04652931  0.80498415  1.2618675   0.69295054
  0.5154899   0.13159668  0.26788406  1.85262789]",1.7999999999999998,0.2
262,"[ 0.23086352  0.46747462  0.18499565  0.25093634  3.19834375  1.5719639
  0.78740561  0.80501981  1.19858954  0.16076516  1.23629556  0.1117295
  1.08201959  0.5674216   0.29869013  0.0495577   0.7211123   2.04341184
  0.20946667  0.8865153   0.59131969  1.77468583  0.42541217  0.77226781
  2.67971416  0.16255008  2.81755182  0.36262724  1.03103704  0.66385064
  0.72869756  1.66885947  0.47782199  0.09578554  1.03428973  1.04588548
  1.91701598  0.35983648  0.42247658  0.52732081  0.45727934  1.23274241
  0.2928481   1.77584443  1.39191419  0.06656652  0.19974978  0.62759016
  3.10291015  0.77277429  2.5414118   0.35630536  0.82591675  0.14412469
  0.69786031  1.18614411  0.11985107  0.27175298  1.89895772  0.06524201
  1.34767062  0.48587645  0.338559    0.20037765  0.8580714   1.97944135
  1.29269328  4.8680211   0.05158431  0.0482959   0.92291821  0.6628697
  3.46115072  0.97851868  0.11136191  1.45256171  0.58250061  0.72128139
  0.06800317  1.13447136  0.31864265  0.08114538  1.21326421  1.23644434
  0.53614059  1.3333497   1.3398098   0.75265418  0.07885984  2.07508818
  4.10931732  0.1956111   0.56449466  1.33413166  0.5243692   3.23144688
  0.58708169  0.59762525  1.02060689  3.65431758]",1.7999999999999998,0.4
263,"[ 0.70211554  0.4173685   0.1262548   0.42728743  0.29498631  0.28069424
  1.05034319  1.31939615  3.90447828  0.49226813  4.10928531  2.94753076
  0.27199538  1.35223336  1.11467675  0.43659332  1.2920765   2.91844006
  0.48422995  1.36975559  2.75592241  0.59937595  2.88135728  0.73114279
  0.48412877  2.52402125  0.14017869  0.76629637  1.25305224  1.19906092
  0.59534072  0.10122313  2.77207918  1.93858515  0.29301015  0.43088135
  0.76253174  0.51854519  1.95761996  0.77248491  0.75665701  0.34081399
  0.50037776  0.68290179  0.29726155  0.67182362  0.30403414  1.30447699
  1.19950816  0.88553466  0.22598332  3.62194299  1.35623393  0.79186466
  1.937014    1.35628808  0.08079269  0.52439395  1.31270197  0.24548406
  1.02360167  0.04604425  0.05237243  0.69528952  0.61218434  0.31880466
  3.63717774  3.46986096  0.34468049  0.54487486  0.10631086  0.17623098
  3.65642022  0.30725748  0.0377647   0.61683316  1.38342164  0.21879813
  0.36811287  0.05451451  0.27719022  0.79157649  0.16657361  0.34954575
  0.90195405  0.44545124  2.18448052  0.83854376  1.07872062  0.0295759
  0.57570648  0.5908061   0.50644713  1.36350742  1.60948832  0.11985711
  1.55987819  1.22382561  0.51890166  0.01247734]",1.7999999999999998,0.6000000000000001
264,"[  3.70116126e-01   3.01163297e-01   6.41674377e-01   1.14224909e+00
   7.36688143e-02   5.84510016e-01   1.40827886e+00   2.00851883e+00
   8.14106347e-01   3.27236523e+00   2.46717897e-01   9.69899586e-01
   1.64655885e-01   2.29850898e-01   1.52272041e+00   8.73814432e-01
   1.03072723e-01   7.98683200e-01   2.93333413e-01   5.79995825e-01
   2.44875486e-01   2.63976271e+00   1.74590576e+00   3.63796601e+00
   5.72284146e-01   7.62842265e-01   1.35583681e+00   9.68716944e-01
   1.24182957e+00   9.39713505e-01   2.38413494e+00   1.49651482e-01
   1.68142746e+00   2.87279537e+00   6.91024170e-01   1.96822587e-01
   1.85094112e-01   3.42135938e-01   5.95107045e-01   1.57620022e-01
   3.21265740e-01   3.05486247e-01   1.03842114e-01   6.27878132e-01
   1.22048283e-01   1.44674805e-01   1.54611246e+00   2.05243501e+00
   5.59269032e-01   2.75767367e-01   1.18840892e+00   8.60333611e-01
   6.79278434e-01   2.18442314e+00   2.78691118e-01   5.00362737e-01
   2.54653126e-03   1.28606457e+00   5.58011392e+00   1.46215661e+00
   2.85188471e-01   9.02585648e-02   7.47597046e-01   1.54111334e-01
   1.03159692e+00   4.97579029e-01   1.87387089e-01   3.99747302e+00
   3.34911753e+00   9.24539844e-01   2.70256146e-01   1.14181173e+00
   5.51688690e-01   3.41407811e-01   4.06971549e-01   6.75159539e-01
   9.60634888e-01   2.23417477e-01   2.49547721e+00   1.69792821e-01
   5.95191307e-01   5.52386357e+00   1.57250574e+00   4.30877866e-01
   2.20509750e-01   1.68833312e+00   5.80966150e-01   1.04403085e+00
   9.00624304e-02   4.70078782e-01   1.20378734e+00   5.58458001e-01
   3.25085945e-01   2.30477208e+00   8.46408445e-01   2.64031140e-01
   1.68292959e-01   1.79138791e+00   3.73211009e-01   1.60057851e+00]",1.7999999999999998,0.8
265,"[  1.07172136e+00   2.92768102e-01   6.10637969e-01   5.00506522e-02
   1.39075154e-01   4.42884858e-01   7.02072891e-01   1.61874568e+00
   1.55741622e+00   5.55810875e-01   1.09375839e+00   1.77878516e+00
   6.82137830e-01   1.98731919e+00   1.52631767e-03   7.31913983e-01
   7.49610993e-02   6.48130464e-01   3.68819751e-01   1.05455771e+00
   3.61293974e-01   1.46914370e+00   1.25314437e+00   5.10148683e-01
   7.14722894e-01   3.25948734e-01   1.60782741e-02   1.44359754e+00
   4.47799769e+00   6.28503841e-01   1.85667235e-01   1.03280967e+00
   1.90167230e-01   1.04017625e+00   3.51009933e-01   3.00047922e-01
   2.80621175e+00   3.84861522e-02   1.03372257e+00   3.48107371e-01
   7.90663922e-01   4.94059862e-02   1.20820255e+00   3.83302657e+00
   2.35662561e+00   2.96987121e-01   5.62826803e-01   1.22158085e+00
   3.19557106e-01   9.62631658e-01   1.34002017e+00   1.56776616e+00
   2.10983755e+00   3.97678549e-01   1.99481190e-01   1.13387471e+00
   2.68018486e-02   2.68132920e-01   3.70036689e-01   3.16433010e-01
   1.40340957e-01   2.14020684e-02   9.92535025e-02   4.11019967e+00
   7.89147488e-01   3.39506623e-01   6.19692497e-01   7.23967745e-01
   3.96581524e-01   2.68150099e+00   9.18443383e-01   2.44924571e+00
   6.70767497e-01   2.47472974e-01   1.03248879e+00   2.72730125e-01
   4.54027487e-01   2.36192112e-01   8.38774554e-01   1.02947001e+00
   8.97387059e-01   1.07922280e+00   3.81303410e+00   1.12608729e+00
   7.15891416e-02   2.17841306e+00   7.56595488e-01   4.13594099e-01
   1.04238974e+00   2.17617655e+00   4.00691121e-01   4.38458217e-01
   4.41973813e+00   2.68797789e+00   5.46357129e-01   1.72244520e-01
   2.11119669e+00   1.55679494e+00   1.82623219e+00   8.92963750e-01]",1.7999999999999998,1.0
266,"[ 0.16593555  2.79613849  1.17147258  0.39396814  0.2089065   3.14989679
  1.11906476  0.76503864  0.08034771  1.94659032  1.12824054  1.05910741
  5.34360355  4.59387883  1.78582401  0.0996861   0.62505141  0.10165999
  1.14795373  0.72684296  2.20482534  0.55805965  1.46800791  0.26951894
  0.97765663  0.49376009  0.82669145  1.36227205  1.70805525  1.01318075
  0.13396874  3.11336218  0.10005342  0.32959288  0.4653449   0.32565972
  1.08408884  0.95296059  0.53608156  3.98194395  0.18675358  0.73350355
  0.4998748   0.02316466  0.14139483  0.81605545  3.04190862  0.07888139
  0.07600461  2.51488589  0.67140295  0.0848099   1.54138038  0.18872626
  0.08889571  0.57260365  2.57647653  0.78777046  1.63196932  0.47385745
  0.78371109  0.16402746  1.85633287  0.77672991  1.92784426  1.73438496
  1.28170726  0.19433858  1.47761654  0.59377139  0.48755459  0.01425302
  0.44571092  0.22676348  0.15987921  0.34634733  2.45951685  0.56763067
  0.72422247  1.79705452  0.8487806   0.34968263  0.58906805  1.81884402
  0.94876914  1.3904762   1.66520113  0.28812814  0.77898473  0.16931009
  0.11069032  0.33356571  0.12724558  1.93007787  0.03815327  0.39658352
  0.95209941  1.60735452  0.10387513  0.48909973]",1.7999999999999998,1.2000000000000002
