,alpha,gamma,b,loc,scale
265,1.0999999999999999,1.9000000000000001,0.27181732478201337,-0.011427982153743778,0.015348603762926138
266,1.0999999999999999,2.0,0.2002603821899595,0.006070555451576288,0.0036454683886131237
267,1.0999999999999999,2.1,0.19191160425902437,-0.0017222819625652937,0.003801935054098792
268,1.0999999999999999,2.2,0.2767830104850344,0.0005580911084450662,0.01588532527240162
269,1.0999999999999999,2.3000000000000003,0.32426601701442626,-0.02436569672680866,0.034113732759922216
270,1.0999999999999999,2.4000000000000004,0.2545552150378745,0.002964787895579647,0.010644667227941614
271,1.0999999999999999,2.5,0.20471344106663092,0.0026630403776297445,0.004724722501926142
272,1.0999999999999999,2.6,0.23536076961588515,0.006401080743801306,0.007481783767074375
273,1.0999999999999999,2.7,0.23172526718689238,0.0003993742932862598,0.00809525676926844
274,1.0999999999999999,2.8000000000000003,0.26779236029353537,-0.02218484483867176,0.018548868517792635
275,1.0999999999999999,2.9000000000000004,1.6796696175290844,-0.0008179484039459719,1.0756429517132728
276,1.0999999999999999,3.0,1.7910723850742496,-0.001658902860708866,1.0694296280953273
277,1.0999999999999999,3.1,0.2162257494071803,0.00043894970510071794,0.005240607364522573
278,1.0999999999999999,3.2,0.890149031914571,0.005762424724340416,0.0019670146730080117
279,1.0999999999999999,3.3000000000000003,0.308729163003825,0.004033902787786411,0.022542650655086482
280,1.0999999999999999,3.4000000000000004,1.5213159276501482,-0.0010334284748323682,1.00518287674634
281,1.0999999999999999,3.5,0.20810244512553847,0.011234142839416499,0.0022117048629649648
282,1.0999999999999999,3.6,0.37935213487020547,3.758729873953836e-05,0.040807795797672686
283,1.0999999999999999,3.7,8.678852666189286,-7.298025532099196,8.307865812962635
284,1.0999999999999999,3.8000000000000003,0.25613836754093156,0.0024302646312134237,0.011717022690337395
285,1.0999999999999999,3.9000000000000004,0.19666203081884287,0.009789007274776756,0.0010925672192168105
286,1.0999999999999999,4.0,0.19273702077985602,0.00034976220458785023,0.0032607041320304167
287,1.1999999999999997,0.0,1.4498489581241487,0.0009479919910583385,1.0492019396429157
288,1.1999999999999997,0.1,0.21349062838062605,0.00041350216474850564,0.005476329422514798
289,1.1999999999999997,0.2,34.819680749984116,-48.24068059939512,49.25625456425678
290,1.1999999999999997,0.30000000000000004,0.2762758295629052,-0.005739599045808159,0.018000234058406707
291,1.1999999999999997,0.4,0.8974920004868173,0.005153633102063146,0.0015643014706435015
292,1.1999999999999997,0.5,0.25275909521975387,0.00048508464669633385,0.010739872949605128
293,1.1999999999999997,0.6000000000000001,1.7609508376503293,-1.63536954997769e-05,0.0025087815445471607
294,1.1999999999999997,0.7000000000000001,1.2493816434059082,-0.0015064973344354757,0.9874216150313866
295,1.1999999999999997,0.8,0.20104216507656664,0.010109919937417187,0.001072443992170896
296,1.1999999999999997,0.9,1.4036479813774583,0.002537126095796353,0.004911390261454308
297,1.1999999999999997,1.0,1.384089534213897,0.0021424075003682215,0.002400920229698852
298,1.1999999999999997,1.1,1.4024335469205043,-0.0007411952190421102,0.968657492427042
299,1.1999999999999997,1.2000000000000002,1.5386791406548244,0.0015254885597406754,0.0023258171997084355
300,1.1999999999999997,1.3,0.19975857536317654,0.0004225831656400723,0.00384783827358289
301,1.1999999999999997,1.4000000000000001,1.5834095140749547,-0.0013326088747474991,1.0038605244486936
302,1.1999999999999997,1.5,0.2898435380925606,-0.005175888634721817,0.020361764861309653
303,1.1999999999999997,1.6,0.16887502354861222,0.0002476670819965917,0.0012822480723752303
304,1.1999999999999997,1.7000000000000002,1.2493297953804725,0.002200136447915591,0.0018711509002093216
305,1.1999999999999997,1.8,0.20293148143285306,0.0003495467242376659,0.0036924585952925635
306,1.1999999999999997,1.9000000000000001,0.25337743781543226,0.00041341236417617657,0.010583090180799563
307,1.1999999999999997,2.0,0.23028026492403586,0.00045808355266043963,0.006377745686196337
308,1.1999999999999997,2.1,0.229645132075339,0.00025727069052110366,0.008155816383231854
309,1.1999999999999997,2.2,0.9935888385535628,0.006721658325252549,0.002115143029449941
310,1.1999999999999997,2.3000000000000003,0.30953777036632524,-0.008381384676194203,0.024409935547758155
311,1.1999999999999997,2.4000000000000004,1.4363130955691845,6.472792353712075e-05,0.0034856228348847354
312,1.1999999999999997,2.5,1.6960640490428607,0.00048629388917711226,1.0532963031639082
313,1.1999999999999997,2.6,0.22485253912033049,0.004339872743214306,0.0072015513834226465
314,1.1999999999999997,2.7,0.24014415670510936,0.004617961156300048,0.008810525723636388
315,1.1999999999999997,2.8000000000000003,0.20790451401595453,-0.00024272425629573736,0.0046028505419102445
316,1.1999999999999997,2.9000000000000004,0.18553483002347593,-0.00030353985696145104,0.003044828434645901
317,1.1999999999999997,3.0,0.2623136717161979,0.0005087626082274561,0.012509034637177865
318,1.1999999999999997,3.1,0.2363845655566098,0.0003412080699749448,0.009842491133800391
319,1.1999999999999997,3.2,0.2324517910832659,0.0004321167034891054,0.007671411459177677
320,1.1999999999999997,3.3000000000000003,0.21789202134543878,0.005024829047205019,0.00509683021169705
321,1.1999999999999997,3.4000000000000004,0.24545947593562828,-0.00030172438855906726,0.010463271416730827
322,1.1999999999999997,3.5,0.1921841356694693,0.00037513539978713316,0.002960163780236286
323,1.1999999999999997,3.6,1.6149643717273685,0.0007325062269921041,1.0525261315916263
324,1.1999999999999997,3.7,0.2565925268299525,0.0004328217691644224,0.01169277014874354
